profile,K,seed,policy,utility,cost,budget,n_calls,budget_violated,deadline_violated,oracle_utility,regret
toolbench_subset,100,20,cbuc_aggr,0.14670814212131555,7.240596797584219,84.41184139261019,6,0,0,0.990162211312389,0.8434540691910735
toolbench_subset,100,21,react_capped,0.5096932488535371,56.35907668577385,81.95281462228111,16,0,1,0.9816768129671506,0.47198356411361353
toolbench_subset,100,21,bwk_vanilla,0.4556018635932829,81.4987899937568,81.95281462228111,11,0,0,0.9816768129671506,0.5260749493738677
toolbench_subset,100,21,cbuc,0.028210995295758434,6.877849624674581,81.95281462228111,6,0,0,0.9816768129671506,0.9534658176713922
toolbench_subset,100,21,cbuc_aggr,0.17283558980859592,7.088628211710671,81.95281462228111,6,0,0,0.9816768129671506,0.8088412231585547
toolbench_subset,100,22,react_capped,0.6607820048034665,63.082389944639075,78.43047221367982,17,0,1,0.9717568887173084,0.31097488391384187
toolbench_subset,100,22,bwk_vanilla,0.6384231380321205,78.55447788666542,78.43047221367982,19,1,1,0.9717568887173084,0.3333337506851879
toolbench_subset,100,22,cbuc,0.8008877339005703,34.806600600441435,78.43047221367982,21,0,0,0.9717568887173084,0.17086915481673803
toolbench_subset,100,22,cbuc_aggr,0.9984365421528066,47.87260890265122,78.43047221367982,22,0,0,0.9717568887173084,-0.026679653435498274
toolbench_subset,100,23,react_capped,0.6868243328723054,68.04087334060542,82.39565675406428,14,0,1,0.9535577704075167,0.2667334375352113
toolbench_subset,100,23,bwk_vanilla,0.7108346864905215,100.15794890361886,82.39565675406428,17,1,0,0.9535577704075167,0.24272308391699515
toolbench_subset,100,23,cbuc,0.9999763015676771,25.955521394009146,82.39565675406428,25,0,0,0.9535577704075167,-0.04641853116016048
toolbench_subset,100,23,cbuc_aggr,0.9999996215610025,35.82538602996678,82.39565675406428,31,0,0,0.9535577704075167,-0.04644185115348587
toolbench_subset,100,24,react_capped,0.7764422218844677,60.98070307168264,82.92976309672515,16,0,1,0.921276820398486,0.14483459851401836
toolbench_subset,100,24,bwk_vanilla,0.8828166499267371,78.54217337272728,82.92976309672515,21,0,0,0.921276820398486,0.03846017047174888
toolbench_subset,100,24,cbuc,0.8920088305378252,34.98055642682967,82.92976309672515,20,0,0,0.921276820398486,0.029267989860660815
toolbench_subset,100,24,cbuc_aggr,0.27179453905117223,13.425810069383967,82.92976309672515,6,0,0,0.921276820398486,0.6494822813473138
toolbench_subset,100,25,react_capped,0.6926476328987246,67.19539325105708,79.69582622370555,19,0,1,0.9767257238258225,0.2840780909270979
toolbench_subset,100,25,bwk_vanilla,0.5261333037538172,122.40399048382432,79.69582622370555,19,1,0,0.9767257238258225,0.4505924200720053
toolbench_subset,100,25,cbuc,0.07477564747371057,7.068159251188772,79.69582622370555,6,0,0,0.9767257238258225,0.9019500763521119
toolbench_subset,100,25,cbuc_aggr,0.27524927027829516,10.03576857742485,79.69582622370555,6,0,0,0.9767257238258225,0.7014764535475273
